log,label
Method getAllAppointments took 200 ms to complete,PERFORMANCE_WARNING
Miscellaneous debug marker 555 left in codebase,UNKNOWN
Suspicious request payload containing script tags blocked for /api/services,SECURITY_ALERT
Invalid request body for endpoint /api/auth/register: missing required field 'serviceId',VALIDATION_ERROR
Appointment created successfully for user 8891 with service svc-202,INFO
SocketTimeoutException while sending reminder email to staff2@clinic.local,NETWORK_ERROR
Placeholder log entry 9002 pending removal,UNKNOWN
Uninterpreted binary blob logged at offset 8891,UNKNOWN
Invalid request body for endpoint /api/appointments: missing required field 'serviceId',VALIDATION_ERROR
Deprecated API version used by client for endpoint /api/services/{id}/available-slots,WARNING
IllegalStateException: working schedule not initialized for staff 12345,APPLICATION_ERROR
Database query for available slots took 310 ms,PERFORMANCE_WARNING
MethodArgumentNotValidException: appointment date must be in the future,VALIDATION_ERROR
User 12345 attempted to book an already-cancelled appointment,WARNING
Exception in method: updateStatus | Message: Invalid status transition from FINISHED to PENDING,APPLICATION_ERROR
Failed to parse JWT claims for request to /api/appointments,AUTHENTICATION_ERROR
Unable to reach downstream service from 192.168.1.10,NETWORK_ERROR
User 31 successfully logged in,INFO
Invalid request body for endpoint /api/appointments/{id}/cancel: missing required field 'serviceId',VALIDATION_ERROR
Slow response detected for /api/auth/login: 3100 ms,PERFORMANCE_WARNING
Failed to connect to PostgreSQL database,DATABASE_ERROR
Malformed Authorization header on request to /api/appointments/{id}/cancel,AUTHENTICATION_ERROR
"Fatal error: unable to load SSL keystore, service unavailable (code 60021)",SYSTEM_ERROR
xkcd-node-203 heartbeat received on unmapped channel,UNKNOWN
IllegalStateException: working schedule not initialized for staff 12345,APPLICATION_ERROR
"Working schedule overlaps detected for staff member 60021, auto-resolved",WARNING
Possible brute force attack detected against /api/auth/login from 203.0.113.42,SECURITY_ALERT
Method getAllAppointments took 120 ms to complete,PERFORMANCE_WARNING
Malformed Authorization header on request to /api/appointments/{id}/status,AUTHENTICATION_ERROR
Malformed Authorization header on request to /api/admin/schedules,AUTHENTICATION_ERROR
Application failed to start: port 8443 already in use (pid 9002),SYSTEM_ERROR
Invalid request body for endpoint /api/appointments/{id}/status: missing required field 'serviceId',VALIDATION_ERROR
Deprecated API version used by client for endpoint /api/admin/schedules,WARNING
Invalid request body for endpoint /api/auth/login: missing required field 'serviceId',VALIDATION_ERROR
Failed to serialize response for endpoint /api/services,APPLICATION_ERROR
"Fatal error: unable to load SSL keystore, service unavailable (code 555)",SYSTEM_ERROR
Miscellaneous debug marker 31 left in codebase,UNKNOWN
Deadlock found when trying to get lock on table appointments; try restarting transaction,DATABASE_ERROR
No handler registered for event type 555,UNKNOWN
Validation failed: email must be a well-formed email address,VALIDATION_ERROR
"Docker health check failed for spring-app container, retry 77410",SYSTEM_ERROR
Account for user 8891 locked after repeated failed authentication attempts,SECURITY_ALERT
Query timeout while fetching appointments for user 77410,DATABASE_ERROR
Connection reset by peer while streaming websocket data for user 60021,NETWORK_ERROR
IllegalStateException: working schedule not initialized for staff 203,APPLICATION_ERROR
User 9002 attempted to access admin-only endpoint /api/services/{id}/available-slots,AUTHORIZATION_ERROR
Unable to reach downstream service from 172.17.0.3,NETWORK_ERROR
Proxy error: unable to forward request from Apache to spring-app:8443,NETWORK_ERROR
Appointment 12345 cancelled by user 8891,INFO
Appointment 9002 requested for a slot close to closing time,WARNING
Appointment 203 requested for a slot close to closing time,WARNING
SQL injection pattern detected in request parameter for /api/appointments/{id}/cancel,SECURITY_ALERT
Invalid request body for endpoint /api/services/{id}/available-slots: missing required field 'serviceId',VALIDATION_ERROR
xkcd-node-31 heartbeat received on unmapped channel,UNKNOWN
Appointment 77410 status updated to ACCEPTED,INFO
Failed to parse JWT claims for request to /api/services,AUTHENTICATION_ERROR
NullPointerException while processing appointment request for user 60021,APPLICATION_ERROR
Failed to parse JWT claims for request to /api/appointments/{id}/cancel,AUTHENTICATION_ERROR
Table 'appointmentdb.working_schedule' doesn't exist,DATABASE_ERROR
SQL injection pattern detected in request parameter for /api/admin/schedules,SECURITY_ALERT
Failed to serialize response for endpoint /api/appointments,APPLICATION_ERROR
Login failed for user admin@system.local: invalid credentials,AUTHENTICATION_ERROR
xkcd-node-60021 heartbeat received on unmapped channel,UNKNOWN
Invalid request body for endpoint /api/admin/schedules: missing required field 'serviceId',VALIDATION_ERROR
Connection reset by peer while streaming websocket data for user 12345,NETWORK_ERROR
WebSocket connection established for user 8891,INFO
GC pause of 1500 ms detected on spring-app container,PERFORMANCE_WARNING
User 12345 registered a new account,INFO
Possible brute force attack detected against /api/auth/login from 10.0.0.5,SECURITY_ALERT
Unusual number of admin actions performed by user 9002 in a short period,SECURITY_ALERT
Disk space critically low on mysql-db volume (45 MB free),SYSTEM_ERROR
Failed to connect to PostgreSQL database,DATABASE_ERROR
Retrying email delivery to user@example.com after transient failure,WARNING
Slow response detected for /api/services/{id}/available-slots: 80 ms,PERFORMANCE_WARNING
"Cache miss for service svc-77 listing, falling back to database",WARNING
Unable to reach downstream service from 10.0.0.5,NETWORK_ERROR
Completely unrelated unknown event (ref 555),UNKNOWN
"Cache miss for service svc-202 listing, falling back to database",WARNING
Query timeout while fetching appointments for user 12345,DATABASE_ERROR
Connection reset by peer while streaming websocket data for user 31,NETWORK_ERROR
Disk space critically low on mysql-db volume (6100 MB free),SYSTEM_ERROR
Exception in method: createAppointment | Message: Requested slot is no longer available,APPLICATION_ERROR
403 Forbidden returned for request to /api/services by user 31,AUTHORIZATION_ERROR
Retrying email delivery to customer1@mail.com after transient failure,WARNING
AccessDeniedException: role CUSTOMER cannot perform this action on /api/appointments/{id}/cancel,AUTHORIZATION_ERROR
Validation failed: email must be a well-formed email address,VALIDATION_ERROR
User 12345 does not have permission to access /api/appointments,AUTHORIZATION_ERROR
Slow response detected for /api/admin/schedules: 80 ms,PERFORMANCE_WARNING
Miscellaneous debug marker 4471 left in codebase,UNKNOWN
Appointment 203 requested for a slot close to closing time,WARNING
Slow response detected for /api/appointments/{id}/status: 120 ms,PERFORMANCE_WARNING
User 9002 logged out,INFO
"Docker health check failed for spring-app container, retry 203",SYSTEM_ERROR
Query timeout while fetching appointments for user 77410,DATABASE_ERROR
Unusual number of admin actions performed by user 60021 in a short period,SECURITY_ALERT
"Fatal error: unable to load SSL keystore, service unavailable (code 203)",SYSTEM_ERROR
Expired JWT token for user 8891,AUTHENTICATION_ERROR
Expired JWT token for user 203,AUTHENTICATION_ERROR
User 555 attempted to access admin-only endpoint /api/services,AUTHORIZATION_ERROR
Appointment 203 cancelled by user 77410,INFO
Method getAllAppointments took 200 ms to complete,PERFORMANCE_WARNING
Query timeout while fetching appointments for user 12345,DATABASE_ERROR
Invalid request body for endpoint /api/appointments/{id}/status: missing required field 'serviceId',VALIDATION_ERROR
User 60021 registered a new account,INFO
Multiple failed login attempts detected from the same IP 203.0.113.42,SECURITY_ALERT
User 203 attempted to access admin-only endpoint /api/auth/login,AUTHORIZATION_ERROR
WebSocket connection established for user 77410,INFO
Miscellaneous debug marker 8891 left in codebase,UNKNOWN
Invalid request body for endpoint /api/appointments: missing required field 'serviceId',VALIDATION_ERROR
Repeated 401 Unauthorized responses from IP 172.17.0.3 within short window,SECURITY_ALERT
Unclassified telemetry ping from unknown source 198.51.100.7,UNKNOWN
NullPointerException while processing appointment request for user 8891,APPLICATION_ERROR
Expired JWT token for user 9002,AUTHENTICATION_ERROR
NullPointerException while processing appointment request for user 31,APPLICATION_ERROR
Slow response detected for /api/appointments: 120 ms,PERFORMANCE_WARNING
Query timeout while fetching appointments for user 12345,DATABASE_ERROR
Account for user 12345 locked after repeated failed authentication attempts,SECURITY_ALERT
Exception in method: register | Message: Unexpected error creating user account,APPLICATION_ERROR
Suspicious request payload containing script tags blocked for /api/admin/schedules,SECURITY_ALERT
Exception in method: register | Message: Unexpected error creating user account,APPLICATION_ERROR
Invalid request body for endpoint /api/appointments: missing required field 'serviceId',VALIDATION_ERROR
Appointment 9002 cancelled by user 9002,INFO
Placeholder log entry 31 pending removal,UNKNOWN
Expired JWT token for user 77410,AUTHENTICATION_ERROR
403 Forbidden returned for request to /api/appointments by user 4471,AUTHORIZATION_ERROR
SocketTimeoutException while sending reminder email to user@example.com,NETWORK_ERROR
403 Forbidden returned for request to /api/services/{id}/available-slots by user 203,AUTHORIZATION_ERROR
Possible brute force attack detected against /api/auth/login from 198.51.100.7,SECURITY_ALERT
Legacy subsystem emitted an unrecognized diagnostic code 60021,UNKNOWN
"Cache miss for service svc-330 listing, falling back to database",WARNING
Query timeout while fetching appointments for user 555,DATABASE_ERROR
xkcd-node-8891 heartbeat received on unmapped channel,UNKNOWN
Method getAllAppointments took 7300 ms to complete,PERFORMANCE_WARNING
Slow response detected for /api/admin/schedules: 200 ms,PERFORMANCE_WARNING
JWT token missing on protected endpoint /api/appointments,AUTHENTICATION_ERROR
Failed to connect to PostgreSQL database,DATABASE_ERROR
Connection reset by peer while streaming websocket data for user 60021,NETWORK_ERROR
"Connection pool exhausted, unable to obtain JDBC connection for appointmentdb",DATABASE_ERROR
Appointment created successfully for user 31 with service svc-330,INFO
Account for user 31 locked after repeated failed authentication attempts,SECURITY_ALERT
com.mysql.cj.jdbc.exceptions.CommunicationsException: Communications link failure,DATABASE_ERROR
Query timeout while fetching appointments for user 60021,DATABASE_ERROR
JWT token missing on protected endpoint /api/services,AUTHENTICATION_ERROR
403 Forbidden returned for request to /api/services by user 8891,AUTHORIZATION_ERROR
Exception in method: cancelAppointment | Message: Appointment 9002 not found,APPLICATION_ERROR
User 12345 attempted to book an already-cancelled appointment,WARNING
Validation failed: email must be a well-formed email address,VALIDATION_ERROR
Connection reset by peer while streaming websocket data for user 9002,NETWORK_ERROR
Rejected request: appointment duration must be positive,VALIDATION_ERROR
Unable to reach downstream service from 198.51.100.7,NETWORK_ERROR
Retrying email delivery to customer1@mail.com after transient failure,WARNING
Slow response detected for /api/admin/schedules: 200 ms,PERFORMANCE_WARNING
Failed to connect to PostgreSQL database,DATABASE_ERROR
Slow response detected for /api/admin/schedules: 1500 ms,PERFORMANCE_WARNING
Exception in method: cancelAppointment | Message: Appointment 60021 not found,APPLICATION_ERROR
Validation failed: email must be a well-formed email address,VALIDATION_ERROR
Slow response detected for /api/appointments: 45 ms,PERFORMANCE_WARNING
Slow response detected for /api/auth/login: 4200 ms,PERFORMANCE_WARNING
IllegalStateException: working schedule not initialized for staff 9002,APPLICATION_ERROR
Rejected request: appointment duration must be positive,VALIDATION_ERROR
User 203 attempted to book an already-cancelled appointment,WARNING
AuthenticationException: Bad credentials for user admin@system.local,AUTHENTICATION_ERROR
Invalid request body for endpoint /api/auth/register: missing required field 'serviceId',VALIDATION_ERROR
Connection reset by peer while streaming websocket data for user 60021,NETWORK_ERROR
Appointment 555 cancelled by user 555,INFO
Exception in method: cancelAppointment | Message: Appointment 12345 not found,APPLICATION_ERROR
Suspicious request payload containing script tags blocked for /api/services,SECURITY_ALERT
Appointment 12345 requested for a slot close to closing time,WARNING
Disk space critically low on mysql-db volume (6100 MB free),SYSTEM_ERROR
User 8891 attempted to book an already-cancelled appointment,WARNING
Data truncation: Data too long for column 'notes' at row 1,DATABASE_ERROR
Configuration property spring.jpa.show-sql is enabled in a non-dev profile,WARNING
Rejected request: appointment duration must be positive,VALIDATION_ERROR
xkcd-node-555 heartbeat received on unmapped channel,UNKNOWN
Connection reset by peer while streaming websocket data for user 60021,NETWORK_ERROR
Failed to parse JWT claims for request to /api/appointments,AUTHENTICATION_ERROR
Rejected request: appointment duration must be positive,VALIDATION_ERROR
User 8891 attempted to access admin-only endpoint /api/admin/schedules,AUTHORIZATION_ERROR
Unhandled RuntimeException in AppointmentService.getAvailableSlots,APPLICATION_ERROR
Appointment 77410 requested for a slot close to closing time,WARNING
"Working schedule overlaps detected for staff member 12345, auto-resolved",WARNING
Slow response detected for /api/services/{id}/available-slots: 4200 ms,PERFORMANCE_WARNING
Appointment created successfully for user 60021 with service svc-77,INFO
Unable to reach downstream service from 203.0.113.42,NETWORK_ERROR
Exception in method: updateStatus | Message: Invalid status transition from FINISHED to PENDING,APPLICATION_ERROR
SQL injection pattern detected in request parameter for /api/auth/register,SECURITY_ALERT
Expired JWT token for user 203,AUTHENTICATION_ERROR
Appointment created successfully for user 60021 with service svc-202,INFO
Failed to serialize response for endpoint /api/services/{id}/available-slots,APPLICATION_ERROR
Appointment 77410 cancelled by user 77410,INFO
Appointment API request took 200 ms,PERFORMANCE_WARNING
"Working schedule overlaps detected for staff member 4471, auto-resolved",WARNING
JWT token missing on protected endpoint /api/auth/login,AUTHENTICATION_ERROR
Account for user 8891 locked after repeated failed authentication attempts,SECURITY_ALERT
NullPointerException while processing appointment request for user 203,APPLICATION_ERROR
Query timeout while fetching appointments for user 9002,DATABASE_ERROR
Slow response detected for /api/appointments/{id}/cancel: 200 ms,PERFORMANCE_WARNING
StackOverflowError encountered while processing recursive schedule computation for staff 9002,SYSTEM_ERROR
Appointment 77410 cancelled by user 203,INFO
Exception in method: updateStatus | Message: Invalid status transition from FINISHED to PENDING,APPLICATION_ERROR
Unable to reach downstream service from 10.0.0.5,NETWORK_ERROR
Connection reset by peer while streaming websocket data for user 9002,NETWORK_ERROR
Slow response detected for /api/admin/schedules: 7300 ms,PERFORMANCE_WARNING
IllegalStateException: working schedule not initialized for staff 8891,APPLICATION_ERROR
Placeholder log entry 60021 pending removal,UNKNOWN
Appointment 555 cancelled by user 31,INFO
xkcd-node-555 heartbeat received on unmapped channel,UNKNOWN
Thread pool queue depth elevated while processing /api/auth/login requests,PERFORMANCE_WARNING
Query timeout while fetching appointments for user 555,DATABASE_ERROR
NullPointerException while processing appointment request for user 8891,APPLICATION_ERROR
StackOverflowError encountered while processing recursive schedule computation for staff 12345,SYSTEM_ERROR
User 60021 does not have permission to access /api/services/{id}/available-slots,AUTHORIZATION_ERROR
Appointment created successfully for user 555 with service svc-330,INFO
NullPointerException while processing appointment request for user 555,APPLICATION_ERROR
SSL handshake failed while connecting to mail server,NETWORK_ERROR
com.mysql.cj.jdbc.exceptions.CommunicationsException: Communications link failure,DATABASE_ERROR
Login failed for user customer1@mail.com: invalid credentials,AUTHENTICATION_ERROR
Service svc-77 retrieved successfully,INFO
Invalid request body for endpoint /api/services/{id}/available-slots: missing required field 'serviceId',VALIDATION_ERROR
Legacy subsystem emitted an unrecognized diagnostic code 203,UNKNOWN
Connection reset by peer while streaming websocket data for user 555,NETWORK_ERROR
"Cache miss for service svc-77 listing, falling back to database",WARNING
Connection reset by peer while streaming websocket data for user 8891,NETWORK_ERROR
"Cache miss for service svc-101 listing, falling back to database",WARNING
OutOfMemoryError: Java heap space in appointment-service container (attempt 60021),SYSTEM_ERROR
Query timeout while fetching appointments for user 12345,DATABASE_ERROR
StackOverflowError encountered while processing recursive schedule computation for staff 8891,SYSTEM_ERROR
Connection reset by peer while streaming websocket data for user 12345,NETWORK_ERROR
403 Forbidden returned for request to /api/auth/login by user 8891,AUTHORIZATION_ERROR
Completely unrelated unknown event (ref 8891),UNKNOWN
Malformed Authorization header on request to /api/auth/login,AUTHENTICATION_ERROR
Appointment created successfully for user 12345 with service svc-9,INFO
NullPointerException while processing appointment request for user 8891,APPLICATION_ERROR
Request from 198.51.100.7 attempted path traversal on static resource path,SECURITY_ALERT
Unable to reach downstream service from 10.0.0.5,NETWORK_ERROR
SQL injection pattern detected in request parameter for /api/services,SECURITY_ALERT
403 Forbidden returned for request to /api/appointments by user 8891,AUTHORIZATION_ERROR
"Method Completed: createAppointment | Result: Appointment{id=12345, status=PENDING}",INFO
Request from 192.168.1.10 attempted path traversal on static resource path,SECURITY_ALERT
Connection timed out while calling SMTP server smtp.gmail.com:587,NETWORK_ERROR
NullPointerException while processing appointment request for user 8891,APPLICATION_ERROR
Failed to serialize response for endpoint /api/appointments/{id}/status,APPLICATION_ERROR
No handler registered for event type 77410,UNKNOWN
Deprecated API version used by client for endpoint /api/admin/schedules,WARNING
Container spring-app restarted unexpectedly at cycle 4471,SYSTEM_ERROR
Failed to parse JWT claims for request to /api/auth/login,AUTHENTICATION_ERROR
User 9002 does not have permission to access /api/services,AUTHORIZATION_ERROR
Slow response detected for /api/services: 4200 ms,PERFORMANCE_WARNING
User 203 attempted to access admin-only endpoint /api/admin/schedules,AUTHORIZATION_ERROR
Validation failed: password must be at least 8 characters,VALIDATION_ERROR
User 4471 does not have permission to access /api/appointments,AUTHORIZATION_ERROR
Miscellaneous debug marker 8891 left in codebase,UNKNOWN
Invalid request body for endpoint /api/appointments/{id}/status: missing required field 'serviceId',VALIDATION_ERROR
Appointment 8891 requested for a slot close to closing time,WARNING
Appointment API request took 2200 ms,PERFORMANCE_WARNING
Appointment 9002 cancelled by user 77410,INFO
User 60021 does not have permission to access /api/services/{id}/available-slots,AUTHORIZATION_ERROR
Slow response detected for /api/services: 120 ms,PERFORMANCE_WARNING
Miscellaneous debug marker 8891 left in codebase,UNKNOWN
Failed to acquire JDBC Connection: HikariPool-1 connection is not available,DATABASE_ERROR
"JVM garbage collector could not reclaim memory, heap dump 60021 written",SYSTEM_ERROR
Invalid request body for endpoint /api/services: missing required field 'serviceId',VALIDATION_ERROR
Forbidden: STAFF role required to update appointment status,AUTHORIZATION_ERROR
Uninterpreted binary blob logged at offset 9002,UNKNOWN
Proxy error: unable to forward request from Apache to spring-app:8443,NETWORK_ERROR
OutOfMemoryError: Java heap space in appointment-service container (attempt 60021),SYSTEM_ERROR
Appointment 60021 cancelled by user 31,INFO
Service svc-9 retrieved successfully,INFO
Connection reset by peer while streaming websocket data for user 77410,NETWORK_ERROR
User 8891 attempted to book an already-cancelled appointment,WARNING
Malformed Authorization header on request to /api/appointments,AUTHENTICATION_ERROR
Application failed to start: port 8443 already in use (pid 77410),SYSTEM_ERROR
OutOfMemoryError: Java heap space in appointment-service container (attempt 555),SYSTEM_ERROR
Query timeout while fetching appointments for user 31,DATABASE_ERROR
GC pause of 7300 ms detected on spring-app container,PERFORMANCE_WARNING
Appointment created successfully for user 9002 with service svc-202,INFO
User 12345 does not have permission to access /api/admin/schedules,AUTHORIZATION_ERROR
403 Forbidden returned for request to /api/auth/register by user 12345,AUTHORIZATION_ERROR
Failed to serialize response for endpoint /api/appointments/{id}/status,APPLICATION_ERROR
Appointment created successfully for user 8891 with service svc-9,INFO
Completely unrelated unknown event (ref 9002),UNKNOWN
IllegalStateException: working schedule not initialized for staff 555,APPLICATION_ERROR
403 Forbidden returned for request to /api/appointments/{id}/cancel by user 31,AUTHORIZATION_ERROR
Invalid request body for endpoint /api/appointments: missing required field 'serviceId',VALIDATION_ERROR
Invalid request body for endpoint /api/services/{id}/available-slots: missing required field 'serviceId',VALIDATION_ERROR
IllegalStateException: working schedule not initialized for staff 555,APPLICATION_ERROR
Data truncation: Data too long for column 'notes' at row 1,DATABASE_ERROR
Expired JWT token for user 203,AUTHENTICATION_ERROR
com.mysql.cj.jdbc.exceptions.CommunicationsException: Communications link failure,DATABASE_ERROR
OutOfMemoryError: Java heap space in appointment-service container (attempt 77410),SYSTEM_ERROR
JWT token missing on protected endpoint /api/appointments,AUTHENTICATION_ERROR
Connection reset by peer while streaming websocket data for user 77410,NETWORK_ERROR
"Docker health check failed for spring-app container, retry 555",SYSTEM_ERROR
Unusual number of admin actions performed by user 555 in a short period,SECURITY_ALERT
Multiple failed login attempts detected from the same IP 172.17.0.3,SECURITY_ALERT
403 Forbidden returned for request to /api/admin/schedules by user 9002,AUTHORIZATION_ERROR
xkcd-node-4471 heartbeat received on unmapped channel,UNKNOWN
"Docker health check failed for spring-app container, retry 60021",SYSTEM_ERROR
Appointment 555 requested for a slot close to closing time,WARNING
SQL injection pattern detected in request parameter for /api/auth/login,SECURITY_ALERT
Database query for available slots took 200 ms,PERFORMANCE_WARNING
Deprecated API version used by client for endpoint /api/appointments/{id}/cancel,WARNING
Disk space critically low on mysql-db volume (5000 MB free),SYSTEM_ERROR
Multiple failed login attempts detected from the same IP 172.17.0.3,SECURITY_ALERT
"JVM garbage collector could not reclaim memory, heap dump 9002 written",SYSTEM_ERROR
"Working schedule overlaps detected for staff member 9002, auto-resolved",WARNING
Malformed Authorization header on request to /api/appointments/{id}/status,AUTHENTICATION_ERROR
Expired JWT token for user 31,AUTHENTICATION_ERROR
User 12345 does not have permission to access /api/appointments/{id}/status,AUTHORIZATION_ERROR
SQL injection pattern detected in request parameter for /api/auth/register,SECURITY_ALERT
Invalid request body for endpoint /api/appointments: missing required field 'serviceId',VALIDATION_ERROR
Exception in method: cancelAppointment | Message: Appointment 203 not found,APPLICATION_ERROR
Exception in method: cancelAppointment | Message: Appointment 203 not found,APPLICATION_ERROR
Validation failed: startTime must not be null,VALIDATION_ERROR
403 Forbidden returned for request to /api/auth/login by user 555,AUTHORIZATION_ERROR
Uninterpreted binary blob logged at offset 77410,UNKNOWN
MethodArgumentNotValidException: appointment date must be in the future,VALIDATION_ERROR
Query timeout while fetching appointments for user 555,DATABASE_ERROR
NullPointerException while processing appointment request for user 60021,APPLICATION_ERROR
SocketTimeoutException while sending reminder email to admin@system.local,NETWORK_ERROR
Placeholder log entry 555 pending removal,UNKNOWN
Malformed Authorization header on request to /api/services,AUTHENTICATION_ERROR
Exception in method: register | Message: Unexpected error creating user account,APPLICATION_ERROR
"Docker health check failed for spring-app container, retry 12345",SYSTEM_ERROR
Failed to parse JWT claims for request to /api/auth/login,AUTHENTICATION_ERROR
SocketTimeoutException while sending reminder email to customer1@mail.com,NETWORK_ERROR
Slow response detected for /api/auth/register: 45 ms,PERFORMANCE_WARNING
Invalid request body for endpoint /api/auth/login: missing required field 'serviceId',VALIDATION_ERROR
Application failed to start: port 8443 already in use (pid 555),SYSTEM_ERROR
Method: getMyAppointments | Arguments: [],INFO
Failed to serialize response for endpoint /api/auth/register,APPLICATION_ERROR
Invalid request body for endpoint /api/appointments: missing required field 'serviceId',VALIDATION_ERROR
Slow response detected for /api/appointments/{id}/cancel: 80 ms,PERFORMANCE_WARNING
xkcd-node-77410 heartbeat received on unmapped channel,UNKNOWN
No handler registered for event type 77410,UNKNOWN
User 203 attempted to book an already-cancelled appointment,WARNING
Connection refused while connecting to MySQL at mysql:3306,DATABASE_ERROR
Account for user 9002 locked after repeated failed authentication attempts,SECURITY_ALERT
Possible brute force attack detected against /api/auth/login from 10.0.0.5,SECURITY_ALERT
Container spring-app restarted unexpectedly at cycle 31,SYSTEM_ERROR
Slow response detected for /api/appointments/{id}/status: 6100 ms,PERFORMANCE_WARNING
Connection refused while connecting to MySQL at mysql:3306,DATABASE_ERROR
Uninterpreted binary blob logged at offset 9002,UNKNOWN
Slow response detected for /api/auth/register: 80 ms,PERFORMANCE_WARNING
Query timeout while fetching appointments for user 8891,DATABASE_ERROR
Container spring-app restarted unexpectedly at cycle 31,SYSTEM_ERROR
Slow response detected for /api/services/{id}/available-slots: 6100 ms,PERFORMANCE_WARNING
StackOverflowError encountered while processing recursive schedule computation for staff 9002,SYSTEM_ERROR
JWT token missing on protected endpoint /api/admin/schedules,AUTHENTICATION_ERROR
No handler registered for event type 77410,UNKNOWN
Database query for available slots took 1500 ms,PERFORMANCE_WARNING
Repeated 401 Unauthorized responses from IP 172.17.0.3 within short window,SECURITY_ALERT
IllegalStateException: working schedule not initialized for staff 4471,APPLICATION_ERROR
Account for user 9002 locked after repeated failed authentication attempts,SECURITY_ALERT
"Method Completed: createAppointment | Result: Appointment{id=203, status=PENDING}",INFO
Failed to parse JWT claims for request to /api/appointments,AUTHENTICATION_ERROR
"Working schedule overlaps detected for staff member 9002, auto-resolved",WARNING
Invalid request body for endpoint /api/admin/schedules: missing required field 'serviceId',VALIDATION_ERROR
Unable to reach downstream service from 203.0.113.42,NETWORK_ERROR
403 Forbidden returned for request to /api/appointments by user 77410,AUTHORIZATION_ERROR
SQL injection pattern detected in request parameter for /api/services/{id}/available-slots,SECURITY_ALERT
xkcd-node-60021 heartbeat received on unmapped channel,UNKNOWN
NullPointerException while processing appointment request for user 77410,APPLICATION_ERROR
User 31 logged out,INFO
SocketTimeoutException while sending reminder email to staff2@clinic.local,NETWORK_ERROR
Connection refused while connecting to MySQL at mysql:3306,DATABASE_ERROR
Method getAllAppointments took 200 ms to complete,PERFORMANCE_WARNING
JWT token missing on protected endpoint /api/auth/login,AUTHENTICATION_ERROR
Slow response detected for /api/services: 6100 ms,PERFORMANCE_WARNING
Connection timed out while calling SMTP server smtp.gmail.com:587,NETWORK_ERROR
NullPointerException while processing appointment request for user 203,APPLICATION_ERROR
Query timeout while fetching appointments for user 77410,DATABASE_ERROR
Expired JWT token for user 12345,AUTHENTICATION_ERROR
Container spring-app restarted unexpectedly at cycle 555,SYSTEM_ERROR
MethodArgumentNotValidException: appointment date must be in the future,VALIDATION_ERROR
User 31 attempted to book an already-cancelled appointment,WARNING
SocketTimeoutException while sending reminder email to staff2@clinic.local,NETWORK_ERROR
Deprecated API version used by client for endpoint /api/services/{id}/available-slots,WARNING
Query timeout while fetching appointments for user 9002,DATABASE_ERROR
Proxy error: unable to forward request from Apache to spring-app:8443,NETWORK_ERROR
Failed to acquire JDBC Connection: HikariPool-1 connection is not available,DATABASE_ERROR
User 555 attempted to book an already-cancelled appointment,WARNING
Disk space critically low on mysql-db volume (80 MB free),SYSTEM_ERROR
Appointment created successfully for user 77410 with service svc-9,INFO
Retrying email delivery to customer1@mail.com after transient failure,WARNING
Read timed out on connection to mysql:3306,NETWORK_ERROR
Proxy error: unable to forward request from Apache to spring-app:8443,NETWORK_ERROR
Appointment 60021 cancelled by user 77410,INFO
Placeholder log entry 203 pending removal,UNKNOWN
Query timeout while fetching appointments for user 555,DATABASE_ERROR
Deprecated API version used by client for endpoint /api/auth/register,WARNING
"Cache miss for service svc-330 listing, falling back to database",WARNING
OutOfMemoryError: Java heap space in appointment-service container (attempt 203),SYSTEM_ERROR
OutOfMemoryError: Java heap space in appointment-service container (attempt 31),SYSTEM_ERROR
Application failed to start: port 8443 already in use (pid 555),SYSTEM_ERROR
User 4471 does not have permission to access /api/services,AUTHORIZATION_ERROR
"Cache miss for service svc-77 listing, falling back to database",WARNING
Exception in method: register | Message: Unexpected error creating user account,APPLICATION_ERROR
Connection reset by peer while streaming websocket data for user 12345,NETWORK_ERROR
Appointment API request took 6100 ms,PERFORMANCE_WARNING
Multiple failed login attempts detected from the same IP 198.51.100.7,SECURITY_ALERT
"Docker health check failed for spring-app container, retry 77410",SYSTEM_ERROR
Invalid request body for endpoint /api/auth/register: missing required field 'serviceId',VALIDATION_ERROR
Connection reset by peer while streaming websocket data for user 12345,NETWORK_ERROR
Failed to parse JWT claims for request to /api/auth/register,AUTHENTICATION_ERROR
Table 'appointmentdb.working_schedule' doesn't exist,DATABASE_ERROR
NullPointerException while processing appointment request for user 9002,APPLICATION_ERROR
Appointment created successfully for user 12345 with service svc-202,INFO
Appointment created successfully for user 203 with service svc-77,INFO
Deprecated API version used by client for endpoint /api/appointments,WARNING
StackOverflowError encountered while processing recursive schedule computation for staff 12345,SYSTEM_ERROR
Invalid request body for endpoint /api/appointments/{id}/cancel: missing required field 'serviceId',VALIDATION_ERROR
Rejected request: appointment duration must be positive,VALIDATION_ERROR
Exception in method: cancelAppointment | Message: Appointment 555 not found,APPLICATION_ERROR
Validation failed: email must be a well-formed email address,VALIDATION_ERROR
Disk space critically low on mysql-db volume (200 MB free),SYSTEM_ERROR
JWT token missing on protected endpoint /api/appointments/{id}/cancel,AUTHENTICATION_ERROR
Application failed to start: port 8443 already in use (pid 4471),SYSTEM_ERROR
Invalid request body for endpoint /api/auth/register: missing required field 'serviceId',VALIDATION_ERROR
Slow response detected for /api/admin/schedules: 4200 ms,PERFORMANCE_WARNING
"Working schedule overlaps detected for staff member 8891, auto-resolved",WARNING
Validation failed: startTime must not be null,VALIDATION_ERROR
